"","DEPARTMENT","MUNICIPALITY","PRECINCT","CC","FPV","MTS","UCS","MAS","X21F","PDC","MNR","PAN.BOL","VALID","BLANK","NULL.","VOTES","ELECTORATE","MAS.vote","Turnout"
"11458","Cochabamba","Cochabamba","Escuela Central Taquiña C",87,1,1,0,82,7,23,0,3,204,2,6,212,234,0.402,0.906
"11459","Cochabamba","Cochabamba","Escuela Central Taquiña C",89,0,2,0,90,2,18,1,2,204,1,5,210,233,0.441,0.901
"11460","Cochabamba","Cochabamba","Escuela Central Taquiña C",78,0,3,1,85,4,19,0,1,191,1,11,203,225,0.445,0.902
"11461","Cochabamba","Cochabamba","Escuela Central Taquiña C",68,0,3,0,97,5,25,0,1,199,1,9,209,231,0.487,0.905
"11462","Cochabamba","Cochabamba","Escuela Central Taquiña C",55,0,4,1,110,4,24,0,1,199,2,11,212,233,0.553,0.91
"11463","Cochabamba","Cochabamba","Escuela Central Taquiña C",99,0,0,0,81,3,13,1,2,199,1,1,201,227,0.407,0.885
"11464","Cochabamba","Cochabamba","Escuela Central Taquiña C",103,0,0,2,78,2,13,1,1,200,2,10,212,228,0.39,0.93
"11465","Cochabamba","Cochabamba","Escuela Central Taquiña C",117,1,1,1,70,0,6,1,3,200,0,9,209,233,0.35,0.897
"11466","Cochabamba","Cochabamba","Escuela Central Taquiña C",93,0,0,0,94,5,8,1,1,202,0,7,209,231,0.465,0.905
"11467","Cochabamba","Cochabamba","Escuela Central Taquiña C",99,2,0,1,80,1,20,0,2,205,0,6,211,228,0.39,0.925
"11468","Cochabamba","Cochabamba","Escuela Central Taquiña C",90,1,0,1,83,2,15,0,3,195,1,5,201,225,0.426,0.893
"11469","Cochabamba","Cochabamba","Escuela Central Taquiña C",90,0,0,1,81,4,13,2,0,191,0,8,199,225,0.424,0.884
"11470","Cochabamba","Cochabamba","Escuela Central Taquiña C",96,0,2,0,74,4,9,2,0,187,2,5,194,231,0.396,0.84
"11471","Cochabamba","Cochabamba","Escuela Central Taquiña C",102,0,1,0,75,8,12,3,2,203,0,7,210,233,0.369,0.901
"11472","Cochabamba","Cochabamba","Escuela Central Taquiña C",100,1,0,1,76,5,15,1,1,200,1,9,210,227,0.38,0.925
"11473","Cochabamba","Cochabamba","Escuela Central Taquiña C",105,1,3,0,75,2,16,0,0,202,0,5,207,232,0.371,0.892
"11474","Cochabamba","Cochabamba","Escuela Central Taquiña C",103,0,1,0,83,4,18,0,0,209,1,3,213,232,0.397,0.918
"11475","Cochabamba","Cochabamba","Escuela Central Taquiña C",83,1,1,0,83,3,23,1,2,197,0,11,208,227,0.421,0.916
"11476","Cochabamba","Cochabamba","Escuela Central Taquiña C",100,1,1,2,80,5,18,2,4,213,0,2,215,232,0.376,0.927
"11477","Cochabamba","Cochabamba","Escuela Central Taquiña A",94,0,0,0,93,4,9,0,0,200,3,6,209,230,0.465,0.909
"11478","Cochabamba","Cochabamba","Escuela Central Taquiña A",83,0,1,0,93,3,18,0,1,199,0,6,205,229,0.467,0.895
"11479","Cochabamba","Cochabamba","Escuela Central Taquiña A",101,0,0,0,74,5,17,2,1,200,4,7,211,231,0.37,0.913
"11480","Cochabamba","Cochabamba","Escuela Central Taquiña A",90,0,1,0,85,1,17,1,0,195,2,6,203,228,0.436,0.89
"11481","Cochabamba","Cochabamba","Escuela Central Taquiña A",69,2,0,0,104,3,21,0,0,199,1,7,207,230,0.523,0.9
"11482","Cochabamba","Cochabamba","Escuela Central Taquiña A",59,1,1,0,120,2,14,0,3,200,1,6,207,228,0.6,0.908
"11483","Cochabamba","Cochabamba","Escuela Central Taquiña A",84,0,2,0,95,4,21,0,1,207,0,5,212,232,0.459,0.914
"11484","Cochabamba","Cochabamba","Escuela Central Taquiña A",84,0,2,0,86,3,14,2,2,193,1,3,197,230,0.446,0.857
"11485","Cochabamba","Cochabamba","Escuela Central Taquiña A",70,0,0,1,96,5,11,1,1,185,3,13,201,225,0.519,0.893
"11486","Cochabamba","Cochabamba","Escuela Central Taquiña A",86,0,2,1,88,5,11,2,2,197,2,5,204,225,0.447,0.907
"11487","Cochabamba","Cochabamba","Escuela Central Taquiña A",83,0,2,0,89,7,22,2,3,208,0,5,213,232,0.428,0.918
"11488","Cochabamba","Cochabamba","Escuela Central Taquiña A",85,0,1,0,92,6,15,0,0,199,1,5,205,231,0.462,0.887
"11489","Cochabamba","Cochabamba","Escuela Central Taquiña A",80,2,1,0,84,0,26,0,1,194,1,8,203,235,0.433,0.864
"11490","Cochabamba","Cochabamba","Escuela Central Taquiña A",55,1,1,2,120,4,17,1,3,204,1,7,212,233,0.588,0.91
"11491","Cochabamba","Cochabamba","Escuela Central Taquiña A",74,1,1,0,93,6,14,1,4,194,1,4,199,225,0.479,0.884
"11492","Cochabamba","Cochabamba","Escuela Central Taquiña A",82,1,1,0,85,10,18,0,3,200,3,8,211,230,0.425,0.917
"11493","Cochabamba","Cochabamba","Escuela Central Taquiña A",104,0,0,1,80,3,14,0,2,204,1,5,210,229,0.392,0.917
"11494","Cochabamba","Cochabamba","Escuela Central Taquiña A",80,1,1,3,80,6,12,0,3,186,0,10,196,228,0.43,0.86
"11495","Cochabamba","Cochabamba","Escuela Central Taquiña A",90,1,2,0,97,0,13,1,2,206,1,5,212,230,0.471,0.922
"11496","Cochabamba","Cochabamba","Escuela Central Taquiña A",91,0,2,0,76,4,19,0,1,193,1,7,201,230,0.394,0.874
"11497","Cochabamba","Cochabamba","Escuela Central Taquiña A",104,0,1,0,73,1,10,0,2,191,2,7,200,232,0.382,0.862
"11498","Cochabamba","Cochabamba","Escuela Central Taquiña A",87,2,1,0,89,4,9,3,3,198,0,11,209,229,0.449,0.913
"11499","Cochabamba","Cochabamba","Escuela Central Taquiña A",79,2,2,0,74,6,30,1,4,198,0,4,202,227,0.374,0.89
"11500","Cochabamba","Cochabamba","Escuela Central Taquiña A",96,0,0,0,77,2,18,0,3,196,2,6,204,227,0.393,0.899
"11501","Cochabamba","Cochabamba","Escuela Central Taquiña A",96,2,0,0,91,5,10,0,1,205,3,8,216,231,0.444,0.935
"11502","Cochabamba","Cochabamba","Escuela Central Taquiña A",73,0,2,0,58,2,16,0,1,152,3,5,160,176,0.382,0.909
"11503","Cochabamba","Cochabamba","Sede Social Sindicato Agrario Taquiña",73,0,2,0,81,3,16,0,1,176,0,2,178,186,0.46,0.957
"11504","Cochabamba","Cochabamba","Unidad Educativa Santiago",67,1,2,0,102,6,19,0,2,199,2,7,208,230,0.513,0.904
"11505","Cochabamba","Cochabamba","Unidad Educativa Santiago",101,1,1,0,70,6,23,0,2,204,1,7,212,228,0.343,0.93
"11506","Cochabamba","Cochabamba","Unidad Educativa Santiago",78,0,0,0,99,4,0,18,2,201,2,10,213,228,0.493,0.934
"11507","Cochabamba","Cochabamba","Unidad Educativa Santiago",83,1,3,0,98,2,9,1,2,199,2,5,206,231,0.492,0.892
"11508","Cochabamba","Cochabamba","Unidad Educativa Santiago",67,1,0,1,105,4,27,0,1,206,0,7,213,232,0.51,0.918
"11509","Cochabamba","Cochabamba","Unidad Educativa Santiago",84,0,2,0,97,5,13,1,0,202,3,4,209,230,0.48,0.909
"11510","Cochabamba","Cochabamba","Unidad Educativa Santiago",77,0,0,0,102,2,11,1,1,194,1,10,205,228,0.526,0.899
"11511","Cochabamba","Cochabamba","Unidad Educativa Santiago",83,0,1,1,90,5,27,0,0,207,3,5,215,228,0.435,0.943
"11512","Cochabamba","Cochabamba","Unidad Educativa Santiago",65,1,0,1,103,2,18,1,2,193,2,10,205,227,0.534,0.903
"11513","Cochabamba","Cochabamba","Unidad Educativa Santiago",80,0,1,0,89,2,22,0,1,195,6,6,207,231,0.456,0.896
"11514","Cochabamba","Cochabamba","Unidad Educativa Santiago",106,1,1,0,75,4,15,0,3,205,3,6,214,229,0.366,0.934
"11515","Cochabamba","Cochabamba","Unidad Educativa Santiago",89,1,1,0,82,4,10,0,3,190,1,17,208,228,0.432,0.912
"11516","Cochabamba","Cochabamba","Unidad Educativa Santiago",91,1,2,3,81,5,17,1,0,201,1,5,207,228,0.403,0.908
"11517","Cochabamba","Cochabamba","Unidad Educativa Santiago",82,0,1,1,104,1,13,0,0,202,1,10,213,231,0.515,0.922
"11518","Cochabamba","Cochabamba","Unidad Educativa Santiago",67,4,0,1,90,2,21,0,2,187,6,6,199,229,0.481,0.869
"11519","Cochabamba","Cochabamba","Unidad Educativa Santiago",103,1,1,2,62,4,19,0,3,195,2,5,202,226,0.318,0.894
"11520","Cochabamba","Cochabamba","Unidad Educativa Santiago",58,0,1,0,71,4,15,0,2,151,2,6,159,175,0.47,0.909
"11521","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",109,0,1,1,62,3,10,0,1,187,3,4,194,222,0.332,0.874
"11522","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",102,0,1,0,73,4,16,2,0,198,1,7,206,233,0.369,0.884
"11523","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",85,2,1,1,82,8,13,0,1,193,1,4,198,219,0.425,0.904
"11524","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",111,0,0,0,61,3,18,0,3,196,1,4,201,228,0.311,0.882
"11525","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",109,0,0,1,61,3,14,0,1,189,1,8,198,231,0.323,0.857
"11526","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",86,2,1,1,91,1,22,0,0,204,1,6,211,230,0.446,0.917
"11527","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",89,0,3,0,85,6,13,0,3,199,2,5,206,231,0.427,0.892
"11528","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",111,0,1,2,66,3,10,1,2,196,3,7,206,227,0.337,0.907
"11529","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",114,0,0,0,71,2,9,0,1,197,1,4,202,226,0.36,0.894
"11530","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",100,0,0,2,76,2,18,0,2,200,1,5,206,226,0.38,0.912
"11531","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",113,0,0,1,65,4,12,0,1,196,0,7,203,226,0.332,0.898
"11532","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",114,0,1,1,66,5,16,2,0,205,1,3,209,231,0.322,0.905
"11533","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",110,1,1,0,71,3,14,2,4,206,1,4,211,233,0.345,0.906
"11534","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",96,0,0,0,62,5,17,0,2,182,1,8,191,228,0.341,0.838
"11535","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",116,0,0,0,58,4,13,1,0,192,1,9,202,228,0.302,0.886
"11536","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",112,0,1,0,62,4,10,0,0,189,2,4,195,228,0.328,0.855
"11537","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",131,0,1,2,58,3,7,0,3,205,0,3,208,229,0.283,0.908
"11538","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",102,0,1,0,74,3,9,0,0,189,0,10,199,229,0.392,0.869
"11539","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",110,0,1,0,57,0,19,0,0,187,2,7,196,228,0.305,0.86
"11540","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",95,0,0,0,81,6,10,0,2,194,4,8,206,234,0.418,0.88
"11541","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",115,1,1,0,53,0,11,0,1,182,2,7,191,229,0.291,0.834
"11542","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",126,0,0,0,61,3,11,1,1,203,1,3,207,227,0.3,0.912
"11543","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",112,1,0,0,61,1,18,0,1,194,0,5,199,232,0.314,0.858
"11544","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",115,2,1,0,67,1,15,0,3,204,0,7,211,230,0.328,0.917
"11545","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",99,0,2,0,71,6,11,0,0,189,2,7,198,221,0.376,0.896
"11546","Cochabamba","Cochabamba","Colegio Marista Nuestra Señora Del Pilar",103,1,0,3,74,3,12,0,1,197,3,3,203,227,0.376,0.894
"11547","Cochabamba","Cochabamba","U. E. Santa Mónica",95,1,1,0,91,4,33,1,0,226,1,5,232,240,0.403,0.967
"11548","Cochabamba","Cochabamba","U. E. Santa Mónica",109,1,1,0,90,5,18,0,2,226,0,6,232,239,0.398,0.971
"11549","Cochabamba","Cochabamba","U. E. Santa Mónica",91,1,1,0,91,4,29,0,1,218,0,3,221,235,0.417,0.94
"11550","Cochabamba","Cochabamba","U. E. Santa Mónica",116,0,1,0,84,2,20,0,0,223,0,9,232,239,0.377,0.971
"11551","Cochabamba","Cochabamba","U. E. John Dewey",165,0,0,0,45,6,9,0,1,226,0,7,233,239,0.199,0.975
"11552","Cochabamba","Cochabamba","U. E. John Dewey",159,0,0,0,51,4,9,0,2,225,0,6,231,240,0.227,0.963
"11553","Cochabamba","Cochabamba","U. E. John Dewey",152,1,0,0,44,4,7,2,0,210,1,5,216,232,0.21,0.931
"11554","Cochabamba","Cochabamba","U. E. San Nicolas Club de Leones",33,0,0,2,152,3,20,0,2,212,1,3,216,232,0.717,0.931
"11555","Cochabamba","Cochabamba","U. E. San Nicolas Club de Leones",23,1,3,2,159,3,22,0,0,213,3,6,222,234,0.746,0.949
"11556","Cochabamba","Cochabamba","U. E. San Nicolas Club de Leones",16,1,1,2,174,1,21,0,0,216,3,4,223,235,0.806,0.949
"11557","Cochabamba","Cochabamba","U. E. San Nicolas Club de Leones",20,1,0,0,182,2,18,0,0,223,0,7,230,238,0.816,0.966
"11558","Cochabamba","Cochabamba","U. E. San Nicolas Club de Leones",22,0,0,2,170,2,21,0,0,217,1,6,224,237,0.783,0.945
"11559","Cochabamba","Cochabamba","U. E. San Nicolas Club de Leones",21,1,0,0,167,1,19,0,0,209,5,7,221,235,0.799,0.94
"11560","Cochabamba","Cochabamba","U. E. San Nicolas Club de Leones",17,0,3,0,164,8,20,0,1,213,3,6,222,233,0.77,0.953
"11561","Cochabamba","Cochabamba","U. E. San Nicolas Club de Leones",18,0,2,0,171,1,18,0,2,212,0,8,220,237,0.807,0.928
"11562","Cochabamba","Cochabamba","U. E. San Nicolas Club de Leones",33,0,2,1,154,1,17,0,1,209,0,13,222,236,0.737,0.941
"11563","Cochabamba","Cochabamba","U. E. San Nicolas Club de Leones",18,1,2,0,177,3,18,1,0,220,3,5,228,237,0.805,0.962
"11564","Cochabamba","Cochabamba","U. E. San Nicolas Club de Leones",25,0,2,0,155,2,31,1,1,217,2,6,225,235,0.714,0.957
"11565","Cochabamba","Cochabamba","U. E. San Nicolas Club de Leones",16,0,3,1,183,3,17,0,0,223,2,2,227,235,0.821,0.966
"11566","Cochabamba","Cochabamba","U. E. San Nicolas Club de Leones",21,0,1,0,132,2,11,0,1,168,2,10,180,189,0.786,0.952
"11567","Cochabamba","Cochabamba","U.E. Nacional San Isidro",25,0,4,0,154,3,14,0,2,202,2,9,213,232,0.762,0.918
"11568","Cochabamba","Cochabamba","U.E. Nacional San Isidro",28,0,3,0,136,3,25,0,6,201,5,11,217,233,0.677,0.931
"11569","Cochabamba","Cochabamba","U.E. Nacional San Isidro",27,0,2,1,142,0,22,2,3,199,3,4,206,230,0.714,0.896
"11570","Cochabamba","Cochabamba","U.E. Nacional San Isidro",36,0,1,0,139,0,24,0,2,202,1,8,211,225,0.688,0.938
"11571","Cochabamba","Cochabamba","U.E. Nacional San Isidro",20,0,1,0,154,2,22,0,1,200,4,9,213,231,0.77,0.922
"11572","Cochabamba","Cochabamba","U.E. Nacional San Isidro",19,0,1,1,162,2,18,1,3,207,2,2,211,231,0.783,0.913
"11573","Cochabamba","Cochabamba","U.E. Nacional San Isidro",15,0,1,1,157,0,25,1,3,203,3,8,214,234,0.773,0.915
"11574","Cochabamba","Cochabamba","U.E. Nacional San Isidro",26,0,3,1,147,3,16,1,2,199,6,6,211,234,0.739,0.902
"11575","Cochabamba","Cochabamba","U.E. Nacional San Isidro",31,1,1,0,146,1,27,2,1,210,1,6,217,232,0.695,0.935
"11576","Cochabamba","Cochabamba","U.E. Nacional San Isidro",28,0,4,1,143,2,39,0,0,217,1,5,223,232,0.659,0.961
"11577","Cochabamba","Cochabamba","U.E. Nacional San Isidro",19,0,5,0,144,2,27,0,1,198,2,8,208,228,0.727,0.912
"11578","Cochabamba","Cochabamba","U.E. Nacional San Isidro",14,2,4,0,151,4,28,0,1,204,4,5,213,228,0.74,0.934
"11579","Cochabamba","Cochabamba","U.E. Nacional San Isidro",25,1,1,0,158,0,29,0,0,214,1,4,219,233,0.738,0.94
"11580","Cochabamba","Cochabamba","U.E. Nacional San Isidro",40,0,3,1,130,2,18,0,4,198,2,8,208,230,0.657,0.904
"11581","Cochabamba","Cochabamba","U.E. Nacional San Isidro",30,0,2,1,138,5,24,1,2,203,2,12,217,232,0.68,0.935
"11582","Cochabamba","Cochabamba","U.E. Nacional San Isidro",17,2,1,1,140,3,26,3,0,193,4,3,200,230,0.725,0.87
"11583","Cochabamba","Cochabamba","U.E. Nacional San Isidro",29,0,2,0,157,1,15,0,2,206,2,8,216,230,0.762,0.939
"11584","Cochabamba","Cochabamba","U.E. Nacional San Isidro",24,1,3,1,144,3,24,0,2,202,2,4,208,231,0.713,0.9
"11585","Cochabamba","Cochabamba","U.E. Nacional San Isidro",35,0,3,0,125,4,23,1,1,192,5,7,204,227,0.651,0.899
"11586","Cochabamba","Cochabamba","U.E. Nacional San Isidro",24,0,5,0,103,5,16,1,1,155,1,5,161,177,0.665,0.91
"11587","Cochabamba","Cochabamba","U. E. San Francisco Javier",23,0,1,0,145,3,45,0,2,219,2,5,226,240,0.662,0.942
"11588","Cochabamba","Cochabamba","U. E. San Francisco Javier",31,0,3,0,154,5,30,0,0,223,2,4,229,240,0.691,0.954
"11589","Cochabamba","Cochabamba","U. E. San Francisco Javier",25,0,3,0,151,9,28,0,2,218,1,4,223,243,0.693,0.918
"11590","Cochabamba","Cochabamba","Colegio Federico Froebel",136,0,0,0,49,5,9,1,1,201,0,9,210,228,0.244,0.921
"11591","Cochabamba","Cochabamba","Colegio Federico Froebel",147,0,0,1,44,4,5,1,0,202,1,5,208,230,0.218,0.904
"11592","Cochabamba","Cochabamba","Colegio Federico Froebel",158,1,0,0,31,3,1,0,1,195,0,9,204,230,0.159,0.887
"11593","Cochabamba","Cochabamba","Colegio Federico Froebel",123,1,0,0,50,2,11,0,0,187,2,5,194,225,0.267,0.862
"11594","Cochabamba","Cochabamba","Colegio Federico Froebel",121,0,0,1,51,6,12,0,2,193,1,6,200,229,0.264,0.873
"11595","Cochabamba","Cochabamba","Colegio Federico Froebel",123,0,0,0,61,6,5,0,1,196,0,9,205,234,0.311,0.876
"11596","Cochabamba","Cochabamba","Colegio Federico Froebel",129,0,0,3,48,5,11,1,1,198,1,3,202,232,0.242,0.871
"11597","Cochabamba","Cochabamba","Colegio Federico Froebel",130,0,0,0,48,5,12,0,1,196,2,5,203,228,0.245,0.89
"11598","Cochabamba","Cochabamba","Colegio Federico Froebel",131,0,0,0,45,4,7,0,0,187,1,4,192,224,0.241,0.857
"11599","Cochabamba","Cochabamba","Colegio Federico Froebel",122,1,0,3,48,4,8,0,1,187,2,11,200,229,0.257,0.873
"11600","Cochabamba","Cochabamba","Colegio Federico Froebel",128,0,0,0,59,5,7,3,0,202,1,5,208,233,0.292,0.893
"11601","Cochabamba","Cochabamba","Colegio Federico Froebel",143,0,2,0,39,7,7,0,0,198,3,5,206,228,0.197,0.904
"11602","Cochabamba","Cochabamba","Colegio Federico Froebel",140,0,0,1,47,1,5,0,0,194,1,7,202,227,0.242,0.89
"11603","Cochabamba","Cochabamba","Colegio Federico Froebel",146,0,0,1,42,2,2,0,1,194,1,7,202,227,0.216,0.89
"11604","Cochabamba","Cochabamba","Colegio Federico Froebel",136,1,0,0,59,3,3,0,1,203,0,3,206,230,0.291,0.896
"11605","Cochabamba","Cochabamba","Colegio Federico Froebel",145,1,1,0,40,3,6,0,0,196,1,4,201,231,0.204,0.87
"11606","Cochabamba","Cochabamba","Colegio Federico Froebel",137,1,0,0,51,2,6,1,0,198,1,1,200,234,0.258,0.855
"11607","Cochabamba","Cochabamba","Colegio Federico Froebel",135,1,0,0,52,0,12,1,1,202,2,6,210,227,0.257,0.925
"11608","Cochabamba","Cochabamba","Colegio Irlandes",168,0,0,0,33,2,2,2,0,207,0,5,212,233,0.159,0.91
"11609","Cochabamba","Cochabamba","Colegio Irlandes",168,0,0,0,22,0,4,1,0,195,0,2,197,227,0.113,0.868
"11610","Cochabamba","Cochabamba","Colegio Irlandes",150,1,0,1,16,1,6,0,0,175,0,5,180,193,0.091,0.933
"11611","Cochabamba","Cochabamba","Universidad Ucatec (Ex Ceivo)",140,0,1,0,48,2,6,2,1,200,3,0,203,226,0.24,0.898
"11612","Cochabamba","Cochabamba","Universidad Ucatec (Ex Ceivo)",142,1,0,1,44,2,9,0,1,200,1,3,204,223,0.22,0.915
"11613","Cochabamba","Cochabamba","Universidad Ucatec (Ex Ceivo)",143,0,0,0,50,3,7,0,0,203,0,6,209,229,0.246,0.913
"11614","Cochabamba","Cochabamba","Universidad Ucatec (Ex Ceivo)",140,0,0,0,47,5,8,0,0,200,0,8,208,228,0.235,0.912
"11615","Cochabamba","Cochabamba","Universidad Ucatec (Ex Ceivo)",158,0,1,0,32,2,9,0,0,202,0,7,209,228,0.158,0.917
"11616","Cochabamba","Cochabamba","Universidad Ucatec (Ex Ceivo)",138,1,0,0,51,4,16,0,0,210,0,4,214,230,0.243,0.93
"11617","Cochabamba","Cochabamba","Universidad Ucatec (Ex Ceivo)",135,0,0,1,46,6,10,1,0,199,0,6,205,225,0.231,0.911
"11618","Cochabamba","Cochabamba","Universidad Ucatec (Ex Ceivo)",173,0,2,0,29,2,2,0,0,208,1,3,212,227,0.139,0.934
"11619","Cochabamba","Cochabamba","Universidad Ucatec (Ex Ceivo)",161,0,2,0,37,3,10,0,0,213,0,3,216,232,0.174,0.931
"11620","Cochabamba","Cochabamba","Universidad Ucatec (Ex Ceivo)",154,0,6,1,27,3,7,0,0,198,2,6,206,232,0.136,0.888
"11621","Cochabamba","Cochabamba","Universidad Ucatec (Ex Ceivo)",144,0,0,0,44,3,10,1,0,202,0,7,209,232,0.218,0.901
"11622","Cochabamba","Cochabamba","Universidad Ucatec (Ex Ceivo)",140,0,0,1,48,5,8,0,0,202,2,3,207,229,0.238,0.904
"11623","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",27,0,1,0,136,4,21,0,0,189,1,9,199,223,0.72,0.892
"11624","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",32,0,3,0,137,2,19,1,1,195,2,10,207,233,0.703,0.888
"11625","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",32,1,2,0,137,7,13,0,0,192,2,9,203,226,0.714,0.898
"11626","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",36,0,0,1,136,3,17,1,5,199,2,5,206,229,0.683,0.9
"11627","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",26,0,0,1,138,2,24,0,0,191,5,6,202,226,0.723,0.894
"11628","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",25,1,1,0,160,4,19,2,2,214,2,7,223,235,0.748,0.949
"11629","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",34,1,0,1,131,5,17,0,0,189,0,10,199,222,0.693,0.896
"11630","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",25,1,2,0,150,2,19,0,1,200,3,6,209,232,0.75,0.901
"11631","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",45,0,0,0,126,1,13,0,1,186,2,8,196,231,0.677,0.848
"11632","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",30,0,2,0,150,4,15,0,0,201,1,6,208,224,0.746,0.929
"11633","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",43,0,1,1,134,5,8,1,1,194,3,7,204,227,0.691,0.899
"11634","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",29,2,0,0,130,3,23,0,1,188,3,8,199,230,0.691,0.865
"11635","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",34,1,2,0,146,2,15,1,1,202,2,5,209,235,0.723,0.889
"11636","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",20,0,1,1,159,2,13,0,0,196,2,12,210,228,0.811,0.921
"11637","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",22,2,0,0,155,11,18,0,3,211,1,5,217,235,0.735,0.923
"11638","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",18,0,2,0,150,0,12,0,2,184,3,9,196,224,0.815,0.875
"11639","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",38,0,1,0,136,0,20,0,1,196,1,5,202,228,0.694,0.886
"11640","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",35,2,1,0,128,3,13,0,1,183,1,9,193,233,0.699,0.828
"11641","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",24,0,0,0,140,3,24,0,0,191,2,6,199,225,0.733,0.884
"11642","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",22,0,0,0,149,2,21,2,0,196,4,6,206,227,0.76,0.907
"11643","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",30,0,4,0,141,0,18,0,0,193,5,7,205,231,0.731,0.887
"11644","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",29,0,0,1,124,5,24,0,1,184,1,14,199,227,0.674,0.877
"11645","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",30,1,1,0,140,4,14,0,0,190,2,4,196,225,0.737,0.871
"11646","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",39,0,1,0,137,3,16,1,1,198,1,6,205,222,0.692,0.923
"11647","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",24,1,0,0,157,4,10,0,0,196,3,8,207,232,0.801,0.892
"11648","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",43,0,2,2,134,7,13,0,0,201,3,4,208,231,0.667,0.9
"11649","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",46,0,4,0,122,5,22,0,1,200,0,5,205,228,0.61,0.899
"11650","Cochabamba","Cochabamba","Unidad Educativa Rene Barrientos Ortuño",37,0,0,0,139,2,18,0,1,197,1,3,201,233,0.706,0.863
"11651","Cochabamba","Cochabamba","Unidad Educativa Barbara Lamas",11,0,2,0,165,2,22,0,0,202,4,4,210,228,0.817,0.921
"11652","Cochabamba","Cochabamba","Unidad Educativa Barbara Lamas",21,0,0,0,168,0,19,1,0,209,1,3,213,234,0.804,0.91
"11653","Cochabamba","Cochabamba","Unidad Educativa Barbara Lamas",11,0,3,0,165,1,15,2,1,198,7,6,211,232,0.833,0.909
"11654","Cochabamba","Cochabamba","Unidad Educativa Barbara Lamas",20,2,2,0,163,1,9,0,1,198,5,5,208,228,0.823,0.912
