"","Department","Municipality","Precinct","Turnout","MAS.vote","Fraud.type"
"26929","Santa Cruz","Fernández Alonso","Esc. U.E. Victor Hugo Otalora",0.916,0.615,"Clean"
"26930","Santa Cruz","Fernández Alonso","Esc. U.E. Victor Hugo Otalora",0.851,0.568,"Clean"
"26931","Santa Cruz","Fernández Alonso","Esc. U.E. Victor Hugo Otalora",0.881,0.583,"Clean"
"26932","Santa Cruz","Fernández Alonso","Esc. U.E. Victor Hugo Otalora",0.908,0.57,"Clean"
"26933","Santa Cruz","Fernández Alonso","Esc. U.E. Victor Hugo Otalora",0.868,0.539,"Clean"
"26934","Santa Cruz","Fernández Alonso","Esc. U.E. Victor Hugo Otalora",0.873,0.566,"Clean"
"26935","Santa Cruz","Fernández Alonso","Esc. U.E. Victor Hugo Otalora",0.853,0.561,"Clean"
"26936","Santa Cruz","Fernández Alonso","Esc. U.E. Victor Hugo Otalora",0.893,0.628,"Clean"
"26937","Santa Cruz","Fernández Alonso","Esc. U.E. Victor Hugo Otalora",0.846,0.705,"Clean"
"26938","Santa Cruz","Fernández Alonso","Esc. U.E. Victor Hugo Otalora",0.878,0.524,"Clean"
"26939","Santa Cruz","Fernández Alonso","Esc. U.E. Victor Hugo Otalora",0.868,0.511,"Clean"
"26940","Santa Cruz","Fernández Alonso","Esc. U.E. Victor Hugo Otalora",0.914,0.469,"Clean"
"26941","Santa Cruz","Fernández Alonso","Esc. Aguaices",0.9,0.648,"Clean"
"26942","Santa Cruz","San Pedro","Esc. Seccional Litoral",0.935,0.697,"BBS"
"26943","Santa Cruz","San Pedro","Esc. 9 de Abril",0.914,0.612,"Clean"
"26944","Santa Cruz","San Pedro","Esc. 9 de Abril",0.931,0.505,"BBS"
"26945","Santa Cruz","San Pedro","Esc. 9 de Abril",0.906,0.547,"Clean"
"26946","Santa Cruz","San Pedro","Esc. Padre Remo Prandini Viotti",0.878,0.637,"Clean"
"26947","Santa Cruz","San Pedro","Esc. Padre Remo Prandini Viotti",0.882,0.582,"Clean"
"26948","Santa Cruz","San Pedro","Esc. Padre Remo Prandini Viotti",0.887,0.579,"Clean"
"26949","Santa Cruz","San Pedro","Esc. Padre Remo Prandini Viotti",0.895,0.52,"Clean"
"26950","Santa Cruz","San Pedro","Esc. Padre Remo Prandini Viotti",0.846,0.486,"Clean"
"26951","Santa Cruz","San Pedro","Esc. Nucleo Central Murillo",0.932,0.558,"BBS"
"26952","Santa Cruz","San Pedro","Esc. Fe y Alegria Tito Boltan",0.921,0.498,"Clean"
"26953","Santa Cruz","San Pedro","Esc. Fe y Alegria Tito Boltan",0.922,0.533,"Clean"
"26954","Santa Cruz","San Pedro","Esc. Fe y Alegria Tito Boltan",0.913,0.459,"Clean"
"26955","Santa Cruz","San Pedro","Esc. Fe y Alegria Tito Boltan",0.917,0.464,"Clean"
"26956","Santa Cruz","San Pedro","Esc. Fe y Alegria Tito Boltan",0.911,0.571,"Clean"
"26957","Santa Cruz","San Pedro","Esc. Obispo Santisteban",0.884,0.716,"Clean"
"26958","Santa Cruz","San Pedro","Esc. Obispo Santisteban",0.947,0.709,"BBS"
"26959","Santa Cruz","San Pedro","Esc. Obispo Santisteban",0.891,0.622,"Clean"
"26960","Santa Cruz","San Pedro","Esc. Fe y Alegria",0.895,0.552,"Clean"
"26961","Santa Cruz","San Pedro","Esc. Fe y Alegria",0.828,0.52,"Clean"
"26962","Santa Cruz","San Pedro","Esc. Fe y Alegria",0.848,0.446,"Clean"
"26963","Santa Cruz","San Pedro","Esc. Fe y Alegria",0.862,0.59,"Clean"
"26964","Santa Cruz","San Pedro","Esc. Fe y Alegria",0.857,0.42,"Clean"
"26965","Santa Cruz","San Pedro","Esc. Fe y Alegria",0.927,0.61,"BBS"
"26966","Santa Cruz","San Pedro","Esc. Fe y Alegria",0.848,0.455,"Clean"
"26967","Santa Cruz","San Pedro","Esc. Fe y Alegria",0.836,0.475,"Clean"
"26968","Santa Cruz","San Pedro","Esc. Fe y Alegria",0.878,0.428,"Clean"
"26969","Santa Cruz","San Pedro","Esc. Fe y Alegria",0.925,0.467,"BBS"
"26970","Santa Cruz","San Pedro","Esc. Villa Rosario",0.887,0.883,"VS"
"26971","Santa Cruz","San Pedro","Esc. Canandoa",0.893,0.798,"VS"
"26972","Santa Cruz","San Pedro","Esc. Canandoa",0.888,0.778,"VS"
"26973","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.935,0.543,"BBS"
"26974","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.935,0.299,"BBS"
"26975","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.897,0.397,"Clean"
"26976","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.878,0.513,"Clean"
"26977","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.903,0.34,"Clean"
"26978","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.865,0.582,"Clean"
"26979","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.922,0.434,"Clean"
"26980","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.911,0.551,"Clean"
"26981","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.868,0.478,"Clean"
"26982","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.908,0.618,"Clean"
"26983","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.889,0.655,"Clean"
"26984","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.893,0.717,"Clean"
"26985","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.912,0.463,"Clean"
"26986","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.843,0.404,"Clean"
"26987","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.896,0.477,"Clean"
"26988","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.869,0.528,"Clean"
"26989","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.908,0.421,"Clean"
"26990","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.881,0.508,"Clean"
"26991","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.898,0.415,"Clean"
"26992","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.891,0.587,"Clean"
"26993","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.922,0.596,"Clean"
"26994","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.922,0.369,"Clean"
"26995","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.935,0.417,"BBS"
"26996","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.86,0.384,"Clean"
"26997","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.887,0.568,"Clean"
"26998","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.883,0.358,"Clean"
"26999","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.936,0.541,"BBS"
"27000","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.89,0.591,"Clean"
"27001","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.888,0.454,"Clean"
"27002","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.904,0.462,"Clean"
"27003","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.898,0.579,"Clean"
"27004","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.878,0.377,"Clean"
"27005","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.91,0.48,"Clean"
"27006","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.917,0.34,"Clean"
"27007","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.891,0.357,"Clean"
"27008","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.888,0.503,"Clean"
"27009","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.935,0.547,"BBS"
"27010","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.902,0.385,"Clean"
"27011","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.902,0.586,"Clean"
"27012","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.912,0.521,"Clean"
"27013","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.851,0.432,"Clean"
"27014","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.917,0.396,"Clean"
"27015","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.895,0.33,"Clean"
"27016","Santa Cruz","Concepción","Esc. Guadalupe Fe y Alegria",0.93,0.537,"BBS"
"27017","Santa Cruz","Concepción","Esc. Seccional Calendaria",0.903,0.741,"Clean"
"27018","Santa Cruz","Concepción","Esc. Cent. Julio Flores Franco",0.914,0.655,"Clean"
"27019","Santa Cruz","Concepción","Esc. Seccional Palmarito",0.935,0.241,"BBS"
"27020","Santa Cruz","Concepción","Esc. Central San Pedro",0.825,0.562,"Clean"
"27021","Santa Cruz","Concepción","Esc. Tierra Hermoza",0.871,0.898,"VS"
"27022","Santa Cruz","Concepción","Esc. Tierra Hermoza",0.923,0.925,"VS"
"27023","Santa Cruz","Concepción","Esc. U.E. Altamira",0.907,0.656,"Clean"
"27024","Santa Cruz","Concepción","Esc. U.E. Altamira",0.927,0.634,"BBS"
"27025","Santa Cruz","Concepción","Esc. U.E. Guayaba",0.903,0.804,"VS"
"27026","Santa Cruz","Concepción","U. E. Eduardo Abaroa",0.979,0.939,"BBS"
"27027","Santa Cruz","San Javier","Escuela Adolfo Burton",0.915,0.351,"Clean"
"27028","Santa Cruz","San Javier","Escuela Adolfo Burton",0.916,0.252,"Clean"
"27029","Santa Cruz","San Javier","Escuela Adolfo Burton",0.861,0.276,"Clean"
"27030","Santa Cruz","San Javier","Escuela Adolfo Burton",0.897,0.422,"Clean"
"27031","Santa Cruz","San Javier","Escuela Adolfo Burton",0.914,0.278,"Clean"
"27032","Santa Cruz","San Javier","Escuela Adolfo Burton",0.87,0.376,"Clean"
"27033","Santa Cruz","San Javier","Escuela Adolfo Burton",0.87,0.323,"Clean"
"27034","Santa Cruz","San Javier","Escuela Adolfo Burton",0.922,0.369,"Clean"
"27035","Santa Cruz","San Javier","Escuela Adolfo Burton",0.88,0.337,"Clean"
"27036","Santa Cruz","San Javier","Escuela Adolfo Burton",0.906,0.386,"Clean"
"27037","Santa Cruz","San Javier","Escuela Adolfo Burton",0.913,0.287,"Clean"
"27038","Santa Cruz","San Javier","Escuela Adolfo Burton",0.921,0.348,"Clean"
"27039","Santa Cruz","San Javier","Escuela Adolfo Burton",0.88,0.361,"Clean"
"27040","Santa Cruz","San Javier","Escuela Adolfo Burton",0.838,0.276,"Clean"
"27041","Santa Cruz","San Javier","Escuela Adolfo Burton",0.913,0.294,"Clean"
"27042","Santa Cruz","San Javier","Escuela Adolfo Burton",0.902,0.187,"Clean"
"27043","Santa Cruz","San Javier","Escuela Adolfo Burton",0.882,0.277,"Clean"
"27044","Santa Cruz","San Javier","Escuela Adolfo Burton",0.918,0.209,"Clean"
"27045","Santa Cruz","San Javier","Escuela Adolfo Burton",0.891,0.259,"Clean"
"27046","Santa Cruz","San Javier","Escuela Adolfo Burton",0.905,0.347,"Clean"
"27047","Santa Cruz","San Javier","Escuela Adolfo Burton",0.89,0.296,"Clean"
"27048","Santa Cruz","San Javier","Escuela Adolfo Burton",0.906,0.375,"Clean"
"27049","Santa Cruz","San Javier","Escuela Adolfo Burton",0.862,0.29,"Clean"
"27050","Santa Cruz","San Javier","Escuela Adolfo Burton",0.893,0.262,"Clean"
"27051","Santa Cruz","San Javier","Escuela Adolfo Burton",0.901,0.157,"Clean"
"27052","Santa Cruz","San Javier","Escuela Adolfo Burton",0.931,0.345,"BBS"
"27053","Santa Cruz","San Javier","Escuela Adolfo Burton",0.885,0.202,"Clean"
"27054","Santa Cruz","San Javier","Escuela Adolfo Burton",0.858,0.363,"Clean"
"27055","Santa Cruz","San Javier","Esc. Seccional Coronacion",0.923,0.572,"BBS"
"27056","Santa Cruz","San Javier","Esc. Seccional Coronacion",0.93,0.598,"BBS"
"27057","Santa Cruz","San Javier","Esc. U.E. Las Abras",0.843,0.891,"VS"
"27058","Santa Cruz","San Ramón","Esc. Central San Ramon",0.893,0.353,"Clean"
"27059","Santa Cruz","San Ramón","Esc. Central San Ramon",0.831,0.441,"Clean"
"27060","Santa Cruz","San Ramón","Esc. Central San Ramon",0.828,0.464,"Clean"
"27061","Santa Cruz","San Ramón","Esc. Central San Ramon",0.86,0.316,"Clean"
"27062","Santa Cruz","San Ramón","Esc. Central San Ramon",0.877,0.429,"Clean"
"27063","Santa Cruz","San Ramón","Esc. Central San Ramon",0.857,0.404,"Clean"
"27064","Santa Cruz","San Ramón","Esc. Central San Ramon",0.839,0.217,"Clean"
"27065","Santa Cruz","San Ramón","Esc. Central San Ramon",0.849,0.371,"Clean"
"27066","Santa Cruz","San Ramón","Esc. Central San Ramon",0.86,0.429,"Clean"
"27067","Santa Cruz","San Ramón","Esc. Central San Ramon",0.879,0.314,"Clean"
"27068","Santa Cruz","San Ramón","Esc. Central San Ramon",0.862,0.457,"Clean"
"27069","Santa Cruz","San Ramón","Esc. Central San Ramon",0.846,0.443,"Clean"
"27070","Santa Cruz","San Ramón","Esc. Central San Ramon",0.858,0.275,"Clean"
"27071","Santa Cruz","San Ramón","Esc. Central San Ramon",0.819,0.466,"Clean"
"27072","Santa Cruz","San Ramón","Esc. Central San Ramon",0.876,0.429,"Clean"
"27073","Santa Cruz","San Ramón","Esc. Central San Ramon",0.922,0.323,"Clean"
"27074","Santa Cruz","San Ramón","Esc. Central San Ramon",0.886,0.467,"Clean"
"27075","Santa Cruz","San Ramón","Esc. Central San Ramon",0.885,0.412,"Clean"
"27076","Santa Cruz","San Ramón","Esc. Central San Ramon",0.837,0.441,"Clean"
"27077","Santa Cruz","San Ramón","Esc. Central San Ramon",0.885,0.443,"Clean"
"27078","Santa Cruz","San Ramón","Esc. Santa Rosa De La Mina",0.845,0.447,"Clean"
"27079","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.919,0.652,"Clean"
"27080","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.904,0.605,"Clean"
"27081","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.884,0.628,"Clean"
"27082","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.837,0.665,"Clean"
"27083","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.902,0.71,"Clean"
"27084","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.86,0.667,"Clean"
"27085","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.873,0.688,"Clean"
"27086","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.88,0.604,"Clean"
"27087","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.917,0.732,"Clean"
"27088","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.872,0.74,"Clean"
"27089","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.91,0.749,"Clean"
"27090","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.878,0.659,"Clean"
"27091","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.894,0.686,"Clean"
"27092","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.911,0.687,"Clean"
"27093","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.917,0.627,"Clean"
"27094","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.876,0.693,"Clean"
"27095","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.866,0.747,"Clean"
"27096","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.925,0.737,"BBS"
"27097","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.894,0.75,"Clean"
"27098","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.913,0.7,"Clean"
"27099","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.882,0.75,"Clean"
"27100","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.909,0.751,"Clean"
"27101","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.841,0.79,"VS"
"27102","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.864,0.7,"Clean"
"27103","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.901,0.734,"Clean"
"27104","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.892,0.683,"Clean"
"27105","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.889,0.678,"Clean"
"27106","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.932,0.723,"BBS"
"27107","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.837,0.564,"Clean"
"27108","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.899,0.765,"VS"
"27109","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.929,0.701,"BBS"
"27110","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.917,0.73,"Clean"
"27111","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.877,0.641,"Clean"
"27112","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.877,0.628,"Clean"
"27113","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.902,0.728,"Clean"
"27114","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.859,0.598,"Clean"
"27115","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.887,0.72,"Clean"
"27116","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.878,0.592,"Clean"
"27117","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.882,0.755,"Clean"
"27118","Santa Cruz","San Julian","Esc. Col  Ciro Mealla",0.869,0.683,"Clean"
"27119","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.889,0.718,"Clean"
"27120","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.916,0.687,"Clean"
"27121","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.884,0.711,"Clean"
"27122","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.849,0.742,"Clean"
"27123","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.911,0.652,"Clean"
"27124","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.906,0.671,"Clean"
"27125","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.936,0.721,"BBS"
"27126","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.923,0.708,"BBS"
"27127","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.911,0.759,"VS"
"27128","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.908,0.589,"Clean"
"27129","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.908,0.71,"Clean"
"27130","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.94,0.711,"BBS"
"27131","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.892,0.695,"Clean"
"27132","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.895,0.692,"Clean"
"27133","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.903,0.637,"Clean"
"27134","Santa Cruz","San Julian","U.E. Guillermo Jordan",0.888,0.719,"Clean"
"27135","Santa Cruz","San Julian","Esc. Patuju",0.895,0.713,"Clean"
"27136","Santa Cruz","San Julian","Esc. Patuju",0.908,0.754,"Clean"
"27137","Santa Cruz","San Julian","Esc. Patuju",0.916,0.686,"Clean"
"27138","Santa Cruz","San Julian","Esc. Patuju",0.899,0.755,"Clean"
"27139","Santa Cruz","San Julian","Esc. Patuju",0.895,0.655,"Clean"
"27140","Santa Cruz","San Julian","Esc. Patuju",0.897,0.708,"Clean"
"27141","Santa Cruz","San Julian","Esc. Patuju",0.911,0.682,"Clean"
"27142","Santa Cruz","San Julian","Esc. El Progreso",0.911,0.659,"Clean"
"27143","Santa Cruz","San Julian","Esc. El Progreso",0.804,0.842,"VS"
"27144","Santa Cruz","San Julian","Esc. El Progreso",0.906,0.736,"Clean"
"27145","Santa Cruz","San Julian","Esc. El Progreso",0.937,0.726,"BBS"
"27146","Santa Cruz","San Julian","Esc. El Progreso",0.92,0.664,"Clean"
"27147","Santa Cruz","San Julian","U.E. Jose David Berrios",0.941,0.764,"BBS"
"27148","Santa Cruz","San Julian","U.E. Jose David Berrios",0.969,0.757,"BBS"
"27149","Santa Cruz","San Julian","U.E. San Julian e Berlin",0.954,0.794,"BBS"
"27150","Santa Cruz","San Julian","U.E. San Julian e Berlin",0.958,0.813,"BBS"
"27151","Santa Cruz","San Julian","Esc. Max Fernandez Rojas",0.938,0.636,"BBS"
"27152","Santa Cruz","San Julian","Esc. Max Fernandez Rojas",0.931,0.631,"BBS"
"27153","Santa Cruz","San Julian","Esc. Max Fernandez Rojas",0.944,0.683,"BBS"
"27154","Santa Cruz","San Julian","Esc. Gral San Martin",0.93,0.87,"VS"
"27155","Santa Cruz","San Julian","Esc. Gral San Martin",0.92,0.859,"VS"
"27156","Santa Cruz","San Julian","Esc. La Asunta San Bernardo",0.848,0.564,"Clean"
"27157","Santa Cruz","San Julian","Esc. La Asunta San Bernardo",0.881,0.637,"Clean"
"27158","Santa Cruz","San Julian","Esc. La Asunta San Bernardo",0.888,0.6,"Clean"
"27159","Santa Cruz","San Julian","Esc. La Asunta San Bernardo",0.948,0.585,"BBS"
"27160","Santa Cruz","San Julian","Esc. La Asunta San Bernardo",0.914,0.614,"Clean"
"27161","Santa Cruz","San Julian","Esc. La Asunta San Bernardo",0.924,0.541,"BBS"
"27162","Santa Cruz","San Julian","Esc. 26 de Oct. Fe y Alegria",0.956,0.915,"BBS"
"27163","Santa Cruz","San Julian","Esc. 26 de Oct. Fe y Alegria",0.951,0.901,"BBS"
"27164","Santa Cruz","San Julian","Esc. San Salvador Nucleo 38",0.916,0.933,"VS"
"27165","Santa Cruz","San Julian","Esc. San Salvador Nucleo 38",0.9,0.88,"VS"
"27166","Santa Cruz","San Julian","Escuela Eduardo Avaroa",0.92,0.682,"Clean"
"27167","Santa Cruz","San Julian","Escuela Eduardo Avaroa",0.897,0.702,"Clean"
"27168","Santa Cruz","San Julian","Escuela Eduardo Avaroa",0.901,0.729,"Clean"
"27169","Santa Cruz","San Julian","Escuela Eduardo Avaroa",0.923,0.734,"BBS"
"27170","Santa Cruz","San Julian","Escuela Eduardo Avaroa",0.924,0.689,"BBS"
"27171","Santa Cruz","San Julian","Escuela Eduardo Avaroa",0.902,0.684,"Clean"
"27172","Santa Cruz","San Julian","Esc. Fe y Alegria",0.887,0.418,"Clean"
"27173","Santa Cruz","San Julian","Esc. Fe y Alegria",0.871,0.363,"Clean"
"27174","Santa Cruz","San Julian","Esc. Fe y Alegria",0.89,0.36,"Clean"
"27175","Santa Cruz","San Julian","Esc. Fe y Alegria",0.916,0.393,"Clean"
"27176","Santa Cruz","San Julian","Esc. Central Franz Tamayo",0.894,0.816,"VS"
"27177","Santa Cruz","San Julian","Esc. Central Franz Tamayo",0.903,0.828,"VS"
"27178","Santa Cruz","San Julian","Esc. Central Franz Tamayo",0.905,0.788,"VS"
"27179","Santa Cruz","San Julian","Esc. Central Franz Tamayo",0.868,0.751,"Clean"
"27180","Santa Cruz","San Julian","Esc. Limoncito",0.891,0.658,"Clean"
"27181","Santa Cruz","San Julian","Esc. Nucleo 66 2 De Agosto",0.895,0.683,"Clean"
"27182","Santa Cruz","San Julian","Esc. Nucleo 66 2 De Agosto",0.887,0.765,"VS"
"27183","Santa Cruz","San Julian","Escuela Luz y Verdad",0.916,0.695,"Clean"
"27184","Santa Cruz","San Julian","Esc. U.E. El Limonal",0.918,0.851,"VS"
"27185","Santa Cruz","San Julian","Esc. U.E. Segunda Milla",0.958,0.252,"BBS"
"27186","Santa Cruz","San Julian","Esc. U.E. 16 de Marzo",0.932,0.783,"VS"
"27187","Santa Cruz","San Julian","U.E. 27 de Abril",0.938,0.579,"BBS"
"27188","Santa Cruz","San Antonio de Lomerio","Esc. Central El Puquio",0.87,0.95,"VS"
"27189","Santa Cruz","San Antonio de Lomerio","Esc. Padre Matias Lens",0.883,0.339,"Clean"
"27190","Santa Cruz","San Antonio de Lomerio","Esc. Padre Matias Lens",0.949,0.224,"BBS"
"27191","Santa Cruz","San Antonio de Lomerio","Esc. Padre Matias Lens",0.919,0.354,"Clean"
"27192","Santa Cruz","San Antonio de Lomerio","Esc. Padre Matias Lens",0.889,0.259,"Clean"
"27193","Santa Cruz","San Antonio de Lomerio","Esc. Padre Matias Lens",0.86,0.262,"Clean"
"27194","Santa Cruz","San Antonio de Lomerio","Esc. Padre Matias Lens",0.906,0.265,"Clean"
"27195","Santa Cruz","San Antonio de Lomerio","Esc. Seccional Salinas",0.809,0.459,"Clean"
"27196","Santa Cruz","San Antonio de Lomerio","Esc. San Lorenzo",0.898,0.967,"VS"
"27197","Santa Cruz","San Antonio de Lomerio","Esc. U.E. Padre Pio",0.9,0.72,"Clean"
"27198","Santa Cruz","San Antonio de Lomerio","Esc. U.E. Monterito",0.949,0.995,"BBS"
"27199","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.887,0.64,"Clean"
"27200","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.907,0.655,"Clean"
"27201","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.861,0.615,"Clean"
"27202","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.909,0.623,"Clean"
"27203","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.857,0.574,"Clean"
"27204","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.889,0.629,"Clean"
"27205","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.893,0.634,"Clean"
"27206","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.904,0.703,"Clean"
"27207","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.846,0.609,"Clean"
"27208","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.881,0.68,"Clean"
"27209","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.872,0.672,"Clean"
"27210","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.856,0.594,"Clean"
"27211","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.842,0.528,"Clean"
"27212","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.887,0.694,"Clean"
"27213","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.931,0.592,"BBS"
"27214","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.895,0.617,"Clean"
"27215","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.913,0.593,"Clean"
"27216","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.861,0.67,"Clean"
"27217","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.924,0.553,"BBS"
"27218","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.887,0.667,"Clean"
"27219","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.863,0.607,"Clean"
"27220","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.877,0.672,"Clean"
"27221","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.886,0.63,"Clean"
"27222","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.87,0.672,"Clean"
"27223","Santa Cruz","Cuatro Cañadas","Esc. Juan Pablo Segundo",0.912,0.556,"Clean"
